Gender,GenderCode,Age,Height,Weight,HeartRate,ExerciseNameENG,ExerciseNameUKR,ExerciseID,Duration,Calories
male,0,77,190,100,96,"Stationary cycling, light","Стаціонарний велоспорт, легкий режим",24,16,115
female,1,37,164,60,102,"Cycling, 12-13.9 mph, moderate","Велоспорт, 19-22 км/год, помірно",11,17,100
male,0,79,192,98,79,Watering lawn or garden,Полив газону або саду,22,7,33
female,1,47,153,56,109,Stair machine,Тренажер-сходинки,29,15,103
male,0,77,181,91,110,"Stationary cycling, vigorous","Стаціонарний велоспорт, швидкий",26,22,200
male,0,35,181,78,91,Mild stretching,Легка розтяжка,19,10,39
male,0,32,188,86,101,"Climbing hills, carrying 10 to 20 lb",Підйом в гору з переносом 5-10 кг,21,24,131
female,1,33,166,65,100,"Cycling, 12-13.9 mph, moderate","Велоспорт, 19-22 км/год, помірно",11,19,105
female,1,32,162,56,93,"Golf, walking and pulling clubs",Гольф,16,10,49
female,1,33,169,70,89,"Walking 3.5 mph, brisk pace","Ходьба, 6 км/год, швидкий темп",32,13,55
male,0,27,185,80,80,Watering lawn or garden,Полив газону або саду,22,1,2
female,1,29,143,45,92,Stair machine,Тренажер-сходинки,29,17,82
male,0,53,202,111,75,Watering lawn or garden,Полив газону або саду,22,5,15
female,1,27,161,57,88,"Walking 3.0 mph, moderate","Ходьба, 5 км/год, помірний темп",31,9,38
female,1,40,166,63,86,"Walking 3.0 mph, moderate","Ходьба, 5 км/год, помірний темп",31,10,42
male,0,59,206,102,81,Watering lawn or garden,Полив газону або саду,22,5,20
male,0,69,174,83,108,"Running, 7 mph (8.5 min mile)","Біг, 13 км/год",4,24,198
female,1,45,153,52,103,"Cross country skiing, uphill","Лижні перегони, вгору",20,29,180
female,1,38,166,63,90,"Ballet, twist, jazz, tap","Балет, твіст, джаз, чечітка",2,13,59
male,0,52,170,77,108,"Running, 6.7 mph (9 min mile)","Біг, 12 км/год",3,24,175
female,1,59,152,58,101,"Running, 6.7 mph (9 min mile)","Біг, 12 км/год",3,21,129
female,1,28,176,67,84,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,8,29
male,0,67,183,83,103,"Cycling, 14-15.9 mph, vigorous","Велоспорт, 22-25 км/год, швидко",12,23,170
female,1,39,179,76,105,"Climbing hills, carrying 10 to 20 lb",Підйом в гору з переносом 5-10 кг,21,20,120
female,1,32,171,67,84,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,7,26
male,0,21,169,70,94,Watering lawn or garden,Полив газону або саду,22,2,7
female,1,31,176,69,98,"Golf, walking and pulling clubs",Гольф,16,12,62
female,1,43,161,61,88,Watering lawn or garden,Полив газону або саду,22,5,22
female,1,30,191,92,104,"Climbing hills, carrying 10 to 20 lb",Підйом в гору з переносом 5-10 кг,21,25,138
male,0,40,173,79,100,Unicycling,Їзда на одноколісному велосипеді,17,15,83
male,0,45,171,79,87,Mild stretching,Легка розтяжка,19,11,42
female,1,74,174,79,90,Watering lawn or garden,Полив газону або саду,22,4,20
male,0,67,184,88,111,"Running, 8.6 mph (7 min mile)","Біг, 15 км/год",6,29,252
female,1,22,159,58,94,"Cycling, 10-11.9 mph, light","Велоспорт, 16-19 км/год, легкий",10,15,71
female,1,20,160,57,89,"Walking 3.0 mph, moderate","Ходьба, 5 км/год, помірний темп",31,9,38
female,1,70,172,68,109,"Running, 9 mph (6.5 min mile)","Біг, 16 км/год",7,29,205
male,0,42,189,87,99,"Climbing hills, carrying 10 to 20 lb",Підйом в гору з переносом 5-10 кг,21,24,136
female,1,26,171,70,93,Unicycling,Їзда на одноколісному велосипеді,17,16,73
male,0,32,183,86,81,Watering lawn or garden,Полив газону або саду,22,3,7
male,0,31,180,83,91,Unicycling,Їзда на одноколісному велосипеді,17,23,88
female,1,77,173,76,102,Stair machine,Тренажер-сходинки,29,22,140
male,0,26,195,86,102,"Cycling, 12-13.9 mph, moderate","Велоспорт, 19-22 км/год, помірно",11,26,138
female,1,38,170,59,115,"Cycling, >20 mph, racing","Велоспорт, >30 км/год, перегони",14,26,189
female,1,31,156,53,102,"Stationary cycling, vigorous","Стаціонарний велоспорт, швидкий",26,20,117
male,0,37,190,92,87,Watering lawn or garden,Полив газону або саду,22,4,15
female,1,74,162,58,113,"Running, 10.9 mph (5.5 min mile)","Біг, 17 км/год",8,28,216
female,1,58,167,65,98,"Cycling, 10-11.9 mph, light","Велоспорт, 16-19 км/год, легкий",10,14,80
female,1,36,172,68,98,"Stationary cycling, moderate","Стаціонарний велоспорт, помірний режим",25,19,101
female,1,69,169,67,90,"Stationary cycling, light","Стаціонарний велоспорт, легкий режим",24,15,76
male,0,44,193,96,103,"Stationary cycling, light","Стаціонарний велоспорт, легкий режим",24,17,111
female,1,34,178,77,93,"Aerobics, general","Аеробіка, загальна",1,23,106
male,0,49,185,90,92,"Cycling, 12-13.9 mph, moderate","Велоспорт, 19-22 км/год, помірно",11,29,145
female,1,40,170,68,87,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,6,25
male,0,28,181,80,105,"Aerobics, general","Аеробіка, загальна",1,19,109
female,1,44,164,66,103,"Cycling, 14-15.9 mph, vigorous","Велоспорт, 22-25 км/год, швидко",12,23,138
male,0,78,187,88,98,Stair machine,Тренажер-сходинки,29,22,160
female,1,34,173,71,96,Unicycling,Їзда на одноколісному велосипеді,17,14,70
female,1,26,146,46,99,Stair machine,Тренажер-сходинки,29,16,89
female,1,23,157,56,94,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,5,24
female,1,43,169,68,89,"Calisthenics, light","Кальстеніка, легка",18,11,49
female,1,45,152,51,82,Watering lawn or garden,Полив газону або саду,22,1,4
female,1,22,157,59,88,Watering lawn or garden,Полив газону або саду,22,3,12
female,1,42,172,62,100,Stair machine,Тренажер-сходинки,29,20,114
female,1,78,189,84,85,Mild stretching,Легка розтяжка,19,10,44
male,0,20,185,85,101,"Ballet, twist, jazz, tap","Балет, твіст, джаз, чечітка",2,16,78
male,0,22,201,98,102,"Climbing hills, carrying 10 to 20 lb",Підйом в гору з переносом 5-10 кг,21,28,151
male,0,76,177,82,98,Mild stretching,Легка розтяжка,19,6,42
female,1,26,170,69,107,"Stationary cycling, vigorous","Стаціонарний велоспорт, швидкий",26,24,146
female,1,73,158,63,87,"Walking 3.0 mph, moderate","Ходьба, 5 км/год, помірний темп",31,9,44
female,1,50,176,70,91,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,6,29
male,0,29,182,81,106,"Climbing hills, carrying 10 to 20 lb",Підйом в гору з переносом 5-10 кг,21,21,125
female,1,52,168,67,109,"Running, 6.7 mph (9 min mile)","Біг, 12 км/год",3,22,149
male,0,25,173,71,84,Watering lawn or garden,Полив газону або саду,22,5,11
male,0,38,168,72,82,Watering lawn or garden,Полив газону або саду,22,5,13
male,0,39,172,77,94,"Golf, walking and pulling clubs",Гольф,16,15,68
female,1,21,170,64,89,Watering lawn or garden,Полив газону або саду,22,4,17
female,1,25,153,54,87,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,5,21
male,0,56,183,75,105,"Running, 8 mph (7.5 min mile)","Біг, 14 км/год",5,29,203
female,1,48,166,61,100,Stair machine,Тренажер-сходинки,29,20,116
male,0,35,190,87,91,"Walking 3.0 mph, moderate","Ходьба, 5 км/год, помірний темп",31,14,58
female,1,20,172,69,98,"Cycling, mountain bike, bmx","Велоспорт, гірський велосипед, BMX",15,24,120
male,0,50,184,82,107,"Running, 6.7 mph (9 min mile)","Біг, 12 км/год",3,26,186
male,0,42,200,105,94,"Walking 3.5 mph, brisk pace","Ходьба, 6 км/год, швидкий темп",32,15,79
male,0,34,181,78,86,Watering lawn or garden,Полив газону або саду,22,8,25
female,1,27,184,78,108,"Stationary cycling, vigorous","Стаціонарний велоспорт, швидкий",26,28,170
male,0,30,179,82,88,Mild stretching,Легка розтяжка,19,13,43
male,0,33,187,80,91,Unicycling,Їзда на одноколісному велосипеді,17,21,81
male,0,49,188,94,85,Watering lawn or garden,Полив газону або саду,22,5,20
female,1,77,170,66,96,"Ballet, twist, jazz, tap","Балет, твіст, джаз, чечітка",2,11,64
female,1,20,171,63,87,Watering lawn or garden,Полив газону або саду,22,5,20
male,0,70,179,88,79,Watering lawn or garden,Полив газону або саду,22,4,16
male,0,49,181,87,104,"Cycling, 10-11.9 mph, light","Велоспорт, 16-19 км/год, легкий",10,16,108
female,1,51,132,41,86,"Walking 3.0 mph, moderate","Ходьба, 5 км/год, помірний темп",31,6,28
male,0,68,190,90,84,Watering lawn or garden,Полив газону або саду,22,6,28
female,1,47,158,60,101,"Running, 8.6 mph (7 min mile)","Біг, 15 км/год",6,30,178
male,0,39,188,89,108,Stair machine,Тренажер-сходинки,29,25,173
female,1,46,160,61,101,"Running, 7 mph (8.5 min mile)","Біг, 13 км/год",4,25,147
female,1,20,176,70,87,Mild stretching,Легка розтяжка,19,9,34
male,0,38,179,86,103,"Cycling, 12-13.9 mph, moderate","Велоспорт, 19-22 км/год, помірно",11,24,145
male,0,57,184,85,91,"Cycling, <10 mph, leisure bicycling","Велоспорт, <16 км/год, дуже легко",9,14,72
female,1,26,155,56,96,"Cycling, 14-15.9 mph, vigorous","Велоспорт, 22-25 км/год, швидко",12,22,112
male,0,62,188,92,91,"Golf, walking and pulling clubs",Гольф,16,15,83
female,1,73,171,69,97,Walking 4.5 mph,"Ходьба, 7 км/год, дуже швидкий темп",33,15,88
male,0,41,175,83,108,"Cycling, 16-19 mph, very fast, racing","Велоспорт, 25-30 км/год, дуже швидко",13,30,207
female,1,75,186,77,90,"Ballet, twist, jazz, tap","Балет, твіст, джаз, чечітка",2,14,70
male,0,46,182,84,99,"Stationary cycling, light","Стаціонарний велоспорт, легкий режим",24,17,98
female,1,44,161,65,100,"Cycling, 12-13.9 mph, moderate","Велоспорт, 19-22 км/год, помірно",11,19,108
female,1,40,170,73,105,"Cycling, 14-15.9 mph, vigorous","Велоспорт, 22-25 км/год, швидко",12,25,151
male,0,59,191,91,85,Watering lawn or garden,Полив газону або саду,22,2,9
female,1,73,170,71,91,"Stationary cycling, light","Стаціонарний велоспорт, легкий режим",24,16,83
male,0,29,192,97,84,Watering lawn or garden,Полив газону або саду,22,10,30
female,1,26,179,74,109,"Cycling, 16-19 mph, very fast, racing","Велоспорт, 25-30 км/год, дуже швидко",13,29,180
female,1,40,176,72,84,Watering lawn or garden,Полив газону або саду,22,1,4
male,0,26,195,97,102,"Climbing hills, carrying 10 to 20 lb",Підйом в гору з переносом 5-10 кг,21,26,145
female,1,23,173,72,94,"Stationary cycling, light","Стаціонарний велоспорт, легкий режим",24,18,83
male,0,41,179,83,107,"Cycling, 14-15.9 mph, vigorous","Велоспорт, 22-25 км/год, швидко",12,26,175
male,0,59,187,95,82,Watering lawn or garden,Полив газону або саду,22,3,12
female,1,42,164,57,99,"Cycling, 14-15.9 mph, vigorous","Велоспорт, 22-25 км/год, швидко",12,20,113
female,1,47,167,67,101,"Stationary cycling, vigorous","Стаціонарний велоспорт, швидкий",26,25,146
male,0,70,182,91,108,"Running, 7 mph (8.5 min mile)","Біг, 13 км/год",4,26,220
male,0,51,168,68,71,Watering lawn or garden,Полив газону або саду,22,2,3
male,0,29,180,78,97,Unicycling,Їзда на одноколісному велосипеді,17,18,82
female,1,64,168,65,105,"Cycling, 14-15.9 mph, vigorous","Велоспорт, 22-25 км/год, швидко",12,20,132
female,1,35,164,62,92,"Ballet, twist, jazz, tap","Балет, твіст, джаз, чечітка",2,12,57
male,0,46,173,77,91,Watering lawn or garden,Полив газону або саду,22,5,22
female,1,31,166,63,99,"Cycling, 12-13.9 mph, moderate","Велоспорт, 19-22 км/год, помірно",11,19,102
male,0,47,194,98,102,Walking 4.5 mph,"Ходьба, 7 км/год, дуже швидкий темп",33,19,125
female,1,28,164,63,98,"Stationary cycling, moderate","Стаціонарний велоспорт, помірний режим",25,18,94
male,0,78,197,101,95,"Standing, playing with children, light","Стояння, легка гра з дітьми",28,8,57
female,1,51,151,55,93,"Ballet, twist, jazz, tap","Балет, твіст, джаз, чечітка",2,10,52
female,1,21,146,44,81,Watering lawn or garden,Полив газону або саду,22,4,14
male,0,45,185,82,86,Watering lawn or garden,Полив газону або саду,22,3,11
female,1,24,155,58,101,"Climbing hills, carrying 10 to 20 lb",Підйом в гору з переносом 5-10 кг,21,16,89
male,0,21,196,96,107,"Cycling, 12-13.9 mph, moderate","Велоспорт, 19-22 км/год, помірно",11,26,157
male,0,21,183,85,106,"Climbing hills, carrying 10 to 20 lb",Підйом в гору з переносом 5-10 кг,21,23,130
male,0,61,168,73,87,"Walking 3.0 mph, moderate","Ходьба, 5 км/год, помірний темп",31,11,49
female,1,76,155,59,73,Watering lawn or garden,Полив газону або саду,22,6,21
female,1,49,178,68,97,"Cycling, 12-13.9 mph, moderate","Велоспорт, 19-22 км/год, помірно",11,21,114
male,0,25,177,80,88,Watering lawn or garden,Полив газону або саду,22,7,21
female,1,47,151,56,108,"Running, 9 mph (6.5 min mile)","Біг, 16 км/год",7,25,168
male,0,29,181,78,104,"Cycling, 12-13.9 mph, moderate","Велоспорт, 19-22 км/год, помірно",11,23,129
male,0,33,207,110,107,Stair machine,Тренажер-сходинки,29,29,201
female,1,20,162,56,113,"Cross country skiing, uphill","Лижні перегони, вгору",20,29,197
female,1,34,160,62,106,"Cycling, 14-15.9 mph, vigorous","Велоспорт, 22-25 км/год, швидко",12,21,130
male,0,54,165,72,88,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,7,30
male,0,35,202,112,92,"Stationary cycling, very light","Стаціонарний велоспорт, дуже легкий режим",23,15,72
male,0,69,190,93,108,"Running, 7 mph (8.5 min mile)","Біг, 13 км/год",4,26,220
male,0,44,183,91,90,"Calisthenics, light","Кальстеніка, легка",18,15,67
female,1,48,159,60,99,"Cycling, 12-13.9 mph, moderate","Велоспорт, 19-22 км/год, помірно",11,17,97
female,1,48,180,74,95,"Stationary cycling, very light","Стаціонарний велоспорт, дуже легкий режим",23,9,46
female,1,26,173,70,89,"Walking 3.5 mph, brisk pace","Ходьба, 6 км/год, швидкий темп",32,13,54
male,0,39,175,77,95,"Cycling, 10-11.9 mph, light","Велоспорт, 16-19 км/год, легкий",10,20,94
female,1,35,148,53,84,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,5,20
male,0,38,174,80,86,Watering lawn or garden,Полив газону або саду,22,5,17
female,1,37,163,58,82,"Standing, playing with children, light","Стояння, легка гра з дітьми",28,9,34
female,1,55,166,58,90,"Cycling, <10 mph, leisure bicycling","Велоспорт, <16 км/год, дуже легко",9,10,49
female,1,35,163,56,108,"Running, 8 mph (7.5 min mile)","Біг, 14 км/год",5,24,156
female,1,30,147,53,117,"Running, 10.9 mph (5.5 min mile)","Біг, 17 км/год",8,28,208
male,0,50,206,111,117,"Cycling, 14-15.9 mph, vigorous","Велоспорт, 22-25 км/год, швидко",12,25,232
male,0,58,176,77,90,"Walking 3.0 mph, moderate","Ходьба, 5 км/год, помірний темп",31,11,53
male,0,73,188,93,111,"Running, 8.6 mph (7 min mile)","Біг, 15 км/год",6,29,264
male,0,23,165,70,76,Watering lawn or garden,Полив газону або саду,22,4,4
female,1,51,157,56,101,"Running, 8 mph (7.5 min mile)","Біг, 14 км/год",5,25,151
male,0,59,170,74,103,"Cycling, 14-15.9 mph, vigorous","Велоспорт, 22-25 км/год, швидко",12,22,150
male,0,39,202,104,100,"Stationary cycling, light","Стаціонарний велоспорт, легкий режим",24,19,115
male,0,28,182,76,91,"Stationary cycling, very light","Стаціонарний велоспорт, дуже легкий режим",23,13,46
female,1,39,164,58,99,"Stationary cycling, vigorous","Стаціонарний велоспорт, швидкий",26,22,123
male,0,20,190,93,94,Mild stretching,Легка розтяжка,19,12,48
female,1,54,167,72,93,Unicycling,Їзда на одноколісному велосипеді,17,15,75
male,0,36,187,89,90,"Calisthenics, light","Кальстеніка, легка",18,16,65
male,0,59,185,96,113,"Stationary cycling, very vigorous","Стаціонарний велоспорт, дуже швидкий режим",27,29,255
female,1,20,171,68,86,Watering lawn or garden,Полив газону або саду,22,2,7
male,0,58,181,85,84,Watering lawn or garden,Полив газону або саду,22,5,21
male,0,56,169,72,92,"Walking 3.0 mph, moderate","Ходьба, 5 км/год, помірний темп",31,10,50
female,1,52,166,60,81,Watering lawn or garden,Полив газону або саду,22,4,16
male,0,51,173,77,95,"Stationary cycling, light","Стаціонарний велоспорт, легкий режим",24,17,90
female,1,22,170,71,102,"Stationary cycling, moderate","Стаціонарний велоспорт, помірний режим",25,19,103
male,0,29,210,111,84,Watering lawn or garden,Полив газону або саду,22,6,20
female,1,42,170,70,111,"Running, 7 mph (8.5 min mile)","Біг, 13 км/год",4,25,169
male,0,44,196,92,112,"Running, 6.7 mph (9 min mile)","Біг, 12 км/год",3,27,211
male,0,27,188,92,85,Watering lawn or garden,Полив газону або саду,22,4,12
female,1,32,176,70,86,Watering lawn or garden,Полив газону або саду,22,2,8
female,1,58,156,55,107,"Running, 9 mph (6.5 min mile)","Біг, 16 км/год",7,25,171
female,1,42,156,53,87,"Ballet, twist, jazz, tap","Балет, твіст, джаз, чечітка",2,11,49
female,1,56,146,49,91,"Stationary cycling, very light","Стаціонарний велоспорт, дуже легкий режим",23,6,31
female,1,42,169,65,78,Watering lawn or garden,Полив газону або саду,22,3,10
female,1,46,174,68,91,"Stationary cycling, very light","Стаціонарний велоспорт, дуже легкий режим",23,9,43
female,1,41,191,89,89,"Cycling, <10 mph, leisure bicycling","Велоспорт, <16 км/год, дуже легко",9,18,75
male,0,54,189,101,94,Watering lawn or garden,Полив газону або саду,22,6,35
female,1,33,153,54,97,"Cycling, 12-13.9 mph, moderate","Велоспорт, 19-22 км/год, помірно",11,17,91
female,1,27,148,49,88,"Calisthenics, light","Кальстеніка, легка",18,8,35
male,0,73,196,102,98,Stair machine,Тренажер-сходинки,29,26,191
male,0,25,186,88,103,Walking 4.5 mph,"Ходьба, 7 км/год, дуже швидкий темп",33,21,115
female,1,25,155,59,86,"Ballet, twist, jazz, tap","Балет, твіст, джаз, чечітка",2,14,55
male,0,62,177,83,83,Watering lawn or garden,Полив газону або саду,22,7,29
female,1,55,159,60,96,"Stationary cycling, moderate","Стаціонарний велоспорт, помірний режим",25,16,89
male,0,24,188,90,93,"Standing, playing with children, light","Стояння, легка гра з дітьми",28,13,51
female,1,41,167,67,104,"Cycling, 14-15.9 mph, vigorous","Велоспорт, 22-25 км/год, швидко",12,22,133
female,1,35,154,53,90,"Golf, walking and pulling clubs",Гольф,16,10,46
male,0,40,178,80,96,Unicycling,Їзда на одноколісному велосипеді,17,17,84
female,1,36,148,53,83,Watering lawn or garden,Полив газону або саду,22,1,4
male,0,25,173,72,104,"Aerobics, general","Аеробіка, загальна",1,19,100
male,0,39,208,105,86,Watering lawn or garden,Полив газону або саду,22,6,24
female,1,43,175,73,91,Watering lawn or garden,Полив газону або саду,22,1,5
male,0,60,183,87,114,"Running, 8 mph (7.5 min mile)","Біг, 14 км/год",5,28,246
male,0,25,192,98,104,"Cycling, 12-13.9 mph, moderate","Велоспорт, 19-22 км/год, помірно",11,28,163
female,1,31,161,57,96,Unicycling,Їзда на одноколісному велосипеді,17,11,57
male,0,63,185,88,113,"Running, 8 mph (7.5 min mile)","Біг, 14 км/год",5,27,238
male,0,30,198,106,75,Watering lawn or garden,Полив газону або саду,22,5,9
male,0,50,189,94,107,"Cycling, 14-15.9 mph, vigorous","Велоспорт, 22-25 км/год, швидко",12,26,193
female,1,48,164,65,81,Watering lawn or garden,Полив газону або саду,22,1,4
male,0,69,170,76,84,Watering lawn or garden,Полив газону або саду,22,4,18
female,1,79,168,65,90,Mild stretching,Легка розтяжка,19,6,31
female,1,54,164,61,96,"Climbing hills, carrying 10 to 20 lb",Підйом в гору з переносом 5-10 кг,21,17,94
female,1,53,156,57,91,"Calisthenics, light","Кальстеніка, легка",18,8,40
female,1,36,156,58,112,"Cross country skiing, uphill","Лижні перегони, вгору",20,29,201
female,1,49,166,63,95,"Walking 3.0 mph, moderate","Ходьба, 5 км/год, помірний темп",31,8,42
female,1,48,161,63,102,"Cycling, 14-15.9 mph, vigorous","Велоспорт, 22-25 км/год, швидко",12,22,132
male,0,28,195,100,107,"Stationary cycling, moderate","Стаціонарний велоспорт, помірний режим",25,22,142
male,0,57,174,78,112,"Running, 9 mph (6.5 min mile)","Біг, 16 км/год",7,29,236
female,1,65,177,69,96,"Golf, walking and pulling clubs",Гольф,16,11,61
female,1,52,164,60,99,"Cycling, 12-13.9 mph, moderate","Велоспорт, 19-22 км/год, помірно",11,17,99
female,1,31,175,66,79,Watering lawn or garden,Полив газону або саду,22,1,3
female,1,21,167,67,100,"Stationary cycling, moderate","Стаціонарний велоспорт, помірний режим",25,18,95
female,1,20,155,56,109,"Running, 8.6 mph (7 min mile)","Біг, 15 км/год",6,26,165
male,0,28,193,96,85,Watering lawn or garden,Полив газону або саду,22,11,34
female,1,29,150,49,73,Watering lawn or garden,Полив газону або саду,22,4,11
female,1,68,170,73,102,"Stationary cycling, very vigorous","Стаціонарний велоспорт, дуже швидкий режим",27,30,187
male,0,36,178,82,102,Stair machine,Тренажер-сходинки,29,26,149
female,1,43,157,56,99,"Cycling, 14-15.9 mph, vigorous","Велоспорт, 22-25 км/год, швидко",12,20,114
male,0,35,185,86,109,Stair machine,Тренажер-сходинки,29,24,163
male,0,71,202,111,85,Watering lawn or garden,Полив газону або саду,22,7,38
male,0,72,193,102,88,"Cycling, <10 mph, leisure bicycling","Велоспорт, <16 км/год, дуже легко",9,15,87
female,1,73,152,57,111,"Cross country skiing, uphill","Лижні перегони, вгору",20,27,202
female,1,77,177,75,96,"Cycling, 12-13.9 mph, moderate","Велоспорт, 19-22 км/год, помірно",11,22,126
male,0,48,199,106,85,Watering lawn or garden,Полив газону або саду,22,7,30
male,0,32,188,86,97,Unicycling,Їзда на одноколісному велосипеді,17,19,92
male,0,74,193,95,79,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,8,35
female,1,26,160,60,111,"Running, 8.6 mph (7 min mile)","Біг, 15 км/год",6,27,179
female,1,36,181,76,83,Watering lawn or garden,Полив газону або саду,22,6,22
female,1,41,173,73,103,"Stationary cycling, vigorous","Стаціонарний велоспорт, швидкий",26,27,158
female,1,50,145,50,100,"Stationary cycling, vigorous","Стаціонарний велоспорт, швидкий",26,18,108
female,1,39,160,66,80,Watering lawn or garden,Полив газону або саду,22,5,17
female,1,26,167,65,89,Unicycling,Їзда на одноколісному велосипеді,17,16,67
male,0,34,186,84,83,Watering lawn or garden,Полив газону або саду,22,8,22
female,1,49,148,54,101,"Cycling, >20 mph, racing","Велоспорт, >30 км/год, перегони",14,29,175
male,0,67,183,87,106,"Running, 7 mph (8.5 min mile)","Біг, 13 км/год",4,26,206
male,0,28,194,86,93,"Cycling, <10 mph, leisure bicycling","Велоспорт, <16 км/год, дуже легко",9,18,73
male,0,61,179,80,89,"Walking 3.0 mph, moderate","Ходьба, 5 км/год, помірний темп",31,11,54
male,0,69,207,111,98,"Aerobics, general","Аеробіка, загальна",1,21,154
female,1,21,163,60,86,Watering lawn or garden,Полив газону або саду,22,3,12
female,1,74,189,85,111,"Running, 7 mph (8.5 min mile)","Біг, 13 км/год",4,28,200
female,1,60,164,61,83,Watering lawn or garden,Полив газону або саду,22,5,21
female,1,22,162,56,95,"Cycling, mountain bike, bmx","Велоспорт, гірський велосипед, BMX",15,20,98
male,0,31,198,101,77,Watering lawn or garden,Полив газону або саду,22,3,6
male,0,46,179,82,109,"Cycling, 12-13.9 mph, moderate","Велоспорт, 19-22 км/год, помірно",11,18,131
female,1,20,172,60,101,"Cycling, 16-19 mph, very fast, racing","Велоспорт, 25-30 км/год, дуже швидко",13,27,147
female,1,78,170,67,94,"Walking 3.5 mph, brisk pace","Ходьба, 6 км/год, швидкий темп",32,9,51
female,1,79,168,68,108,"Cycling, 16-19 mph, very fast, racing","Велоспорт, 25-30 км/год, дуже швидко",13,24,171
female,1,20,164,62,85,"Standing, playing with children, light","Стояння, легка гра з дітьми",28,10,37
male,0,48,198,102,94,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,7,39
female,1,40,174,69,85,Watering lawn or garden,Полив газону або саду,22,2,8
male,0,49,181,85,108,"Cycling, 14-15.9 mph, vigorous","Велоспорт, 22-25 км/год, швидко",12,23,168
male,0,46,179,82,104,"Running, 6.7 mph (9 min mile)","Біг, 12 км/год",3,29,189
male,0,42,176,84,112,"Running, 7 mph (8.5 min mile)","Біг, 13 км/год",4,26,197
female,1,44,151,56,91,Watering lawn or garden,Полив газону або саду,22,4,19
male,0,29,190,99,86,Watering lawn or garden,Полив газону або саду,22,7,23
male,0,33,175,70,88,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,9,29
male,0,55,217,126,91,"Walking 3.5 mph, brisk pace","Ходьба, 6 км/год, швидкий темп",32,17,101
male,0,49,187,91,99,"Cycling, 12-13.9 mph, moderate","Велоспорт, 19-22 км/год, помірно",11,25,152
female,1,26,160,58,95,Stair machine,Тренажер-сходинки,29,22,109
female,1,34,152,51,93,Walking 4.5 mph,"Ходьба, 7 км/год, дуже швидкий темп",33,13,65
female,1,33,182,77,102,"Cycling, mountain bike, bmx","Велоспорт, гірський велосипед, BMX",15,24,133
female,1,76,179,73,78,Watering lawn or garden,Полив газону або саду,22,2,8
female,1,33,160,62,83,Watering lawn or garden,Полив газону або саду,22,3,11
male,0,25,181,75,107,Stair machine,Тренажер-сходинки,29,25,145
male,0,75,201,109,94,"Golf, walking and pulling clubs",Гольф,16,14,98
male,0,29,186,85,98,"Cycling, 10-11.9 mph, light","Велоспорт, 16-19 км/год, легкий",10,22,107
female,1,67,173,70,96,"Stationary cycling, very light","Стаціонарний велоспорт, дуже легкий режим",23,8,45
female,1,23,168,68,81,Watering lawn or garden,Полив газону або саду,22,7,23
male,0,29,187,92,95,"Stationary cycling, very light","Стаціонарний велоспорт, дуже легкий режим",23,13,59
female,1,21,178,72,104,"Cycling, mountain bike, bmx","Велоспорт, гірський велосипед, BMX",15,23,129
male,0,55,181,80,107,"Cycling, 16-19 mph, very fast, racing","Велоспорт, 25-30 км/год, дуже швидко",13,27,198
female,1,22,175,64,108,"Running, 8 mph (7.5 min mile)","Біг, 14 км/год",5,29,179
male,0,60,183,88,87,"Standing, playing with children, light","Стояння, легка гра з дітьми",28,11,52
male,0,48,186,89,91,"Golf, walking and pulling clubs",Гольф,16,16,77
female,1,25,174,73,90,"Calisthenics, light","Кальстеніка, легка",18,13,54
male,0,56,201,100,101,"Stationary cycling, light","Стаціонарний велоспорт, легкий режим",24,17,118
male,0,34,195,101,88,Mild stretching,Легка розтяжка,19,13,51
male,0,22,162,63,107,"Stationary cycling, very vigorous","Стаціонарний велоспорт, дуже швидкий режим",27,30,162
female,1,27,156,54,98,Walking 4.5 mph,"Ходьба, 7 км/год, дуже швидкий темп",33,13,69
male,0,49,173,80,89,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,7,30
male,0,23,178,75,95,"Stationary cycling, very light","Стаціонарний велоспорт, дуже легкий режим",23,12,47
female,1,73,160,59,87,"Calisthenics, light","Кальстеніка, легка",18,9,44
male,0,39,190,88,96,"Ballet, twist, jazz, tap","Балет, твіст, джаз, чечітка",2,16,81
male,0,73,180,82,79,Watering lawn or garden,Полив газону або саду,22,2,8
female,1,24,148,48,90,"Calisthenics, light","Кальстеніка, легка",18,8,36
male,0,54,196,101,98,"Cycling, 10-11.9 mph, light","Велоспорт, 16-19 км/год, легкий",10,19,121
